name,ingredients,diet,prep_time,cook_time,total_time,difficulty,flavor_profile,course,state,region,img_url,instructions
Kos kootu,"Moong dal, chana dal, cabbage, tamarind, curry leaves",vegetarian,10,20,30,Medium,spicy,main course,Tamil Nadu,South,https://traditionallymodernfood.com/wp-content/uploads/2023/04/kosumalli-recipe-kosambari-22-500x500.jpeg,"Rinse the moong dal and chana dal together and soak them in water for at least 30 minutes.
Drain the water and grind the dal mixture into a coarse paste using a blender or grinder.
Heat oil in a pan over medium heat and add a few curry leaves to it.
Once the curry leaves are fragrant, add the chopped cabbage to the pan and sauté until it is tender and lightly browned.
Add the ground dal paste to the pan and stir well to combine with the cabbage mixture.
Add 2 cups of water to the pan and bring the mixture to a boil.
Reduce the heat to low and let the mixture simmer for 10-15 minutes or until the dal is cooked and the mixture has thickened.
Soak a small ball of tamarind in hot water and extract the juice from it.
Add the tamarind juice to the pan and stir well to combine.
Season the kos kootu with salt to taste and serve hot."
Koshambri,"Moong dal, cucumber, curry leaves, green chili, lemon juice",vegetarian,10,20,30,Medium,spicy,main course,Karnataka,South,https://traditionallymodernfood.com/wp-content/uploads/2023/04/kosumalli-recipe-kosambari-22-500x500.jpeg,"Rinse 1 cup of moong dal and soak it in water for at least 30 minutes.
Drain the water and grind the moong dal into a coarse paste using a blender or grinder.
Peel and grate 1 large cucumber and set it aside.
Chop 10-12 curry leaves and 1-2 green chilies finely and mix them together.
Add the curry leaf and green chili mixture to the moong dal paste and mix well.
Add the grated cucumber to the moong dal mixture and mix until everything is well combined.
Squeeze 1-2 tablespoons of lemon juice over the mixture and mix again.
Season with salt to taste, if desired.
Cover and refrigerate the koshambri for at least 30 minutes to allow the flavors to meld.
Serve the koshambri chilled or at room temperature."
Koshimbir,"Cucumber, carrot, tomatoes, cilantro",vegetarian,10,10,20,Easy,spicy,main course,Maharashtra,West,https://cookilicious.com/wp-content/uploads/2017/10/koshimbir-10.jpg,"Peel and grate the carrot using a fine grater or a food processor until it's finely shredded.
Peel the cucumber and grate it using a fine grater or a food processor until it's finely shredded.
Chop the tomatoes into small pieces and set aside.
Chop the cilantro leaves finely and set aside.
In a large bowl, combine the grated carrot, grated cucumber, and chopped tomatoes.
Add the chopped cilantro to the bowl and mix well until all the ingredients are fully incorporated.
Season the mixture with salt to taste, and mix well.
Cover the bowl with plastic wrap and refrigerate for at least 30 minutes to allow the flavors to meld.
Serve the Koshimbir chilled."
Kothamali sadam,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",vegetarian,10,20,30,Medium,spicy,main course,Tamil Nadu,South,https://i0.wp.com/www.jeyashriskitchen.com/wp-content/uploads/2009/11/IMG_0267.jpg?resize=1024%2C683&ssl=1,"Rinse 1 cup of raw rice and soak it in water for 30 minutes.
Drain the water and grind the rice into a fine paste using a blender or grinder.
In a pan, dry roast 1 tablespoon of chana dal and 1 tablespoon of urad dal over medium heat until fragrant.
Add 2 cups of water to the pan and bring to a boil.
Add the ground rice paste to the pan and stir well to combine.
Reduce heat to low and cook for 10-12 minutes, stirring frequently, until the mixture thickens.
Add 1-2 chopped gooseberries to the pan and stir well to combine.
Add a few curry leaves to the pan and stir well to combine.
Cook for an additional 2-3 minutes until the flavors are well combined.
Remove from heat and serve hot."
Kulfi falooda,"Rose syrup, falooda sev, mixed nuts, saffron, sugar",vegetarian,45,25,70,Hard,sweet,dessert,Delhi,North,https://crazymasalafood.com/wp-content/images/2023/05/polar-bear.jpg.webp,"In a large bowl, mix 1 cup of milk with 1/2 cup of sugar and 1/4 teaspoon of saffron threads, stirring until the sugar is dissolved and the mixture is well combined.
Cover the bowl with plastic wrap and refrigerate the mixture for at least 2 hours or overnight to allow the flavors to meld.
Once the mixture is chilled, pour it into an ice cream maker and churn according to the manufacturer's instructions.
While the kulfi is churning, toast the mixed nuts in a dry pan over medium heat, stirring frequently, until they are lightly browned and fragrant.
Once the kulfi is almost fully churned, transfer it to an airtight container and stir in the toasted nuts.
Cover the container with plastic wrap and place it in the freezer to harden for at least 2 hours.
To assemble the falooda, scoop the kulfi into a tall glass or bowl and drizzle with rose syrup.
Sprinkle a handful of falooda sev on top of the kulfi, followed by a sprinkle of toasted nuts.
Repeat the layers one more time, ending with a sprinkle of falooda sev on top.
Serve the kulfi falooda immediately and enjoy!"
Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,5,5,10,Easy,spicy,main course,Assam,North East,https://1.bp.blogspot.com/-AaQAOiDbMkw/WuXO-ygqM9I/AAAAAAAANPc/eOR4LzoSJLU-u59kH5OkUNzBa3NQXnMkQCLcBGAs/s320/IMG20180428181544.jpg,"Rinse 2 cups of rice thoroughly and soak it in water for 30 minutes.
Drain the water and cook the rice in a large pot with 4 cups of fresh water until it's tender and fluffy.
Peel and grate 1 large carrot and 1 large beetroot.
In a large pan, heat 2 tablespoons of oil over medium heat and sauté the grated carrot and beetroot until they're tender and lightly caramelized.
Crack 2 eggs into a bowl and whisk them together with a pinch of salt until well combined.
Add the cooked rice to the bowl with the eggs and mix well until the rice is evenly coated with the egg mixture.
Add the sautéed carrot and beetroot mixture to the bowl and mix until everything is well combined.
Using your hands, shape the mixture into small patties, about 1 1/2 inches in diameter and 1/2 inch thick.
Heat a non-stick pan with a small amount of oil over medium heat and cook the patties until they're golden brown and crispy on both sides.
Serve the Kumol Sawul hot with your favorite dipping sauce."
Kutchi dabeli,"Pav, aloo, peanut, pomegranate, star anise",vegetarian,30,10,40,Medium,spicy,snack,Gujarat,West,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/gujarati_dabeli_recipe_1600.jpg,"Roast 1-2 star anise pods in a pan over medium heat until fragrant, then grind them into a fine powder using a spice grinder or mortar and pestle.
Boil 2-3 medium-sized potatoes until they are tender, then peel and mash them in a bowl.
Heat 1-2 tablespoons of oil in a pan over medium heat and sauté 1-2 tablespoons of peanuts until they are lightly browned and fragrant.
Add the mashed potatoes to the pan and stir well to combine with the peanuts and oil.
Add the ground star anise powder to the pan and stir well to combine with the potato-peanut mixture.
Split 4-6 pav buns in half and toast them lightly using a toaster or by grilling them for a few seconds.
Spoon a generous amount of the potato-peanut-star anise mixture onto each pav bun half.
Sprinkle a few seeds of pomegranate over the potato-peanut-star anise mixture on each pav bun half.
Place the other pav bun half on top of each dabeli to create a sandwich.
Serve the Kutchi dabeli hot and enjoy!"
Kuzhakkattai,"Sesame oil, raw rice, jaggery, grated coconut",vegetarian,10,90,100,Hard,spicy,main course,Tamil Nadu,South,https://www.vegrecipesofindia.com/wp-content/uploads/2018/09/kozhukattai-recipe.jpg,"Heat 1 tablespoon of sesame oil in a pan over medium heat.
Add 1 cup of raw rice to the pan and roast until it turns light brown, stirring constantly.
Remove the pan from the heat and let the rice cool completely.
Grind the cooled rice into a fine powder using a blender or grinder.
In a large mixing bowl, combine 1 cup of grated coconut and 1/2 cup of jaggery powder.
Add the ground rice powder to the bowl and mix well until everything is fully incorporated.
Add 1/4 cup of water to the bowl and mix until a dough forms.
Knead the dough for 5 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Flatten each ball into a thin circle, about 1/8 inch thick.
Heat a non-stick pan or griddle over medium heat and cook the kuzhakkattai for 2-3 minutes on each side, until they are golden brown and crispy.
Serve the kuzhakkattai warm or at room temperature."
Kuzhambu,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",vegetarian,5,30,35,Medium,spicy,main course,Tamil Nadu,South,https://www.vegrecipesofindia.com/wp-content/uploads/2015/02/mix-veg-kuzhambu-recipe.jpg,"Heat 2 tablespoons of oil in a large pan over medium heat.
Add 1 teaspoon of urad dal and let it sizzle for a few seconds until it turns light brown.
Add 10-12 pearl onions, peeled and chopped, and sauté until they turn translucent.
Add 2 drumsticks, cut into 1-inch pieces, and sauté for 2-3 minutes until they start to soften.
Add 1 medium tomato, chopped, and sauté for another 2-3 minutes until the vegetables are well combined.
Add 2 sprigs of curry leaves and sauté for a few seconds until fragrant.
Add 1 cup of water and bring to a boil.
Reduce the heat to low and let it simmer for 10-12 minutes or until the drumsticks are cooked through and the gravy has thickened.
Season with salt to taste.
Remove from heat and serve hot with rice or roti."
Kuzhi paniyaram,"Black lentils, rice",vegetarian,10,20,30,Medium,sweet,dessert,Kerala,South,https://crazymasalafood.com/wp-content/images/kuzhi-paniyaram.jpg.webp,"Rinse 1 cup of black lentils and soak them in water for at least 4 hours or overnight.
Drain the water and grind the soaked black lentils into a smooth paste using a blender or grinder.
Rinse 2 cups of rice and soak them in water for at least 4 hours or overnight.
Drain the water and grind the soaked rice into a smooth paste using a blender or grinder.
Mix the ground lentil paste and rice paste together in a large bowl until well combined.
Add water to the mixture as needed to achieve a thick but pourable batter consistency.
Heat a non-stick kuzhi paniyaram pan or a mini muffin tin over medium heat.
Pour a small amount of the batter into each mold, filling it about 3/4 of the way full.
Cover the pan with a lid and cook for 2-3 minutes or until the edges start to set.
Remove the lid and cook for an additional 1-2 minutes or until the paniyarams are golden brown and cooked through.
Flip the paniyarams over and cook for another 1-2 minutes or until the other side is also golden brown.
Remove the paniyarams from the pan and serve hot with your favorite chutney or sambar."
Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10,40,50,Hard,spicy,main course,Madhya Pradesh,Central,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Moong_dal_ka_halwa.jpg/330px-Moong_dal_ka_halwa.jpg,"Dry roast 1 cup of wheat flour in a pan over medium heat, stirring constantly, until it turns light golden brown and fragrant.
Remove the pan from the heat and let the roasted flour cool completely.
Grind the cooled roasted flour into a fine powder using a blender or grinder.
Heat 2 tablespoons of clarified butter in a pan over low heat.
Add 1 teaspoon of ground cinnamon to the melted clarified butter and sauté for a few seconds until fragrant.
Add 1 cup of powdered jaggery to the pan and stir until it dissolves completely.
Add the ground roasted flour to the pan and stir until it is well combined with the jaggery mixture.
Cook the mixture over low heat, stirring constantly, until it turns light golden brown and forms a smooth dough-like consistency.
Remove the pan from the heat and let the mixture cool slightly.
Knead the mixture with your hands until it forms a smooth and pliable dough.
Shape the dough into small balls, about the size of a small lemon, and serve."
Laddu,"Gram flour, ghee, sugar",vegetarian,10,40,50,Hard,sweet,dessert,Pan India,Pan India,https://crazymasalafood.com/wp-content/images/2022/09/1.Sesame-Laddoo.jpg.webp,"Roast 1 cup of gram flour in a pan over medium heat, stirring constantly, until it turns light brown and fragrant.
Remove the pan from the heat and let the gram flour cool completely.
In a large mixing bowl, combine the cooled gram flour and 1 cup of sugar, and mix well until the sugar is evenly distributed.
Add 1/4 cup of ghee to the bowl and mix until the mixture forms a crumbly texture.
Gradually add more ghee, 1 tablespoon at a time, to the bowl and mix until the mixture comes together to form a dough.
Knead the dough for about 5 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 10-15 minutes.
Divide the dough into small portions, about the size of a small lemon.
Shape each portion into a round ball and then flatten it slightly into a disk shape.
Repeat the process with the remaining dough portions.
Serve the laddus immediately, or store them in an airtight container for up to 5 days."
Lassi,"Yogurt, milk, nuts, sugar",vegetarian,5,5,10,Easy,sweet,dessert,Punjab,North,https://www.crazymasalafood.com/wp-content/images/lassi-3.jpg,"In a blender, combine 1 cup of yogurt and 1/2 cup of milk.
Add 1 tablespoon of sugar to the blender and blend until the sugar is fully dissolved.
Add 1/4 cup of chopped nuts to the blender and blend until they are finely chopped and well combined with the yogurt mixture.
Blend the mixture for an additional 30 seconds to 1 minute, or until it is smooth and creamy.
Taste the lassi and add more sugar if desired.
Pour the lassi into glasses and serve immediately."
Lauki ke kofte,"Bottle gourd, garam masala powder, gram flour, ginger, chillies",vegetarian,20,40,60,Hard,spicy,main course,Uttar Pradesh,North,https://www.vegrecipesofindia.com/wp-content/uploads/2013/04/lauki-kofta-curry-recipe-500x500.jpg,"Peel and grate 1 medium-sized bottle gourd and squeeze out as much water as possible from it.
Heat 1 tablespoon of oil in a pan and sauté 1-inch piece of grated ginger until it's lightly browned.
Add 1-2 chopped green chillies to the pan and sauté for another minute.
In a large mixing bowl, combine the grated bottle gourd, sautéed ginger and chillies, 1 tablespoon of gram flour, and 1 teaspoon of garam masala powder.
Mix everything well until the gram flour is evenly distributed and the mixture is well combined.
Cover the mixture and let it rest for 10-15 minutes to allow the gram flour to absorb the excess moisture.
Divide the mixture into 6-8 portions, depending on how large you want your kofte to be.
Shape each portion into a round ball and then flatten it slightly into a patty shape.
Heat enough oil in a deep frying pan to deep fry the kofte, and when the oil is hot, add the patties to the pan.
Fry the kofte until they're golden brown and crispy on both sides, which should take around 3-4 minutes per side.
Remove the fried kofte from the oil and place them on a paper towel-lined plate to drain excess oil."
Lauki ki subji,"Bottle gourd, coconut oil, garam masala, ginger, green chillies",vegetarian,10,20,30,Medium,spicy,main course,Uttar Pradesh,North,https://www.vegrecipesofindia.com/wp-content/uploads/2013/12/lauki-chana-dal-recipe1-500x500.jpg,"Peel and chop the bottle gourd into small cubes and set aside.
Heat 2 tablespoons of coconut oil in a large pan over medium heat.
Add 1-inch piece of grated ginger to the pan and sauté until fragrant for about 1 minute.
Add 2-3 green chillies, chopped, to the pan and sauté for another minute.
Add the chopped bottle gourd cubes to the pan and sauté for about 5 minutes or until they start to soften.
Sprinkle 1 teaspoon of garam masala powder over the bottle gourd and mix well.
Continue to cook the mixture for another 5-7 minutes or until the bottle gourd is tender and cooked through.
Season with salt to taste, then remove from heat and serve hot."
Ledikeni,"Chhena, sugar, ghee",vegetarian,45,45,90,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/ledikeni.jpg,"Heat 1 tablespoon of ghee in a non-stick pan over medium heat.
Add 1 cup of chhena to the pan and sauté until it turns light golden brown, stirring constantly.
Add 1 cup of sugar to the pan and mix well with the chhena.
Continue to cook the mixture for about 10 minutes, stirring frequently, until the sugar has dissolved and the mixture has thickened.
Remove the pan from the heat and let the mixture cool slightly.
Knead the mixture with your hands until it becomes smooth and pliable.
Shape the mixture into small balls, about the size of a small lemon.
Flatten each ball slightly into a disk shape.
Serve the Ledikeni warm or at room temperature."
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,36,Medium,spicy,snack,Gujarat,West,https://www.vegrecipesofindia.com/wp-content/uploads/2018/01/gujarati-lilva-kachori-recipe.jpg,"In a large mixing bowl, combine 2 cups of plain flour and a pinch of salt, and mix well.
Gradually add lukewarm water to the flour mixture and knead it into a smooth dough, covering it with a damp cloth for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
In a small bowl, mix together 1/4 cup of fresh green peas, 1-inch piece of grated ginger, and 1 tablespoon of lemon juice.
Place 1-2 teaspoons of the green pea mixture in the center of each dough circle.
Fold the dough over the filling to form a half-moon shape, and press the edges together to seal the kachori.
Heat oil in a deep frying pan over medium heat, and fry the kachoris until they are golden brown and puffed up.
Remove the fried kachoris from the oil and drain excess oil on paper towels.
Serve the Lilva Kachori warm with a dollop of green garlic chutney on the side."
Litti chokha,"Wheat flour, roasted gram flour, tomato, nigella seeds, chilli",vegetarian,45,60,105,Hard,spicy,main course,Bihar,North,https://www.vegrecipesofindia.com/wp-content/uploads/2016/09/litti-chokha.jpg,"In a large mixing bowl, combine 2 cups of wheat flour and 1 cup of roasted gram flour.
Gradually add lukewarm water to the flour mixture and knead for 5-7 minutes to form a smooth dough.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Flatten each ball into a small circle, about 3-4 inches in diameter.
Heat a non-stick pan or griddle over medium heat and cook the littis for 30-40 seconds on each side, until they are lightly browned.
In a separate pan, heat 2 tablespoons of oil over medium heat and add 1 teaspoon of nigella seeds.
Once the nigella seeds start to sizzle, add 1 diced tomato and sauté for 2-3 minutes until the tomato is soft and mushy.
Add 1-2 diced chillies to the pan and sauté for another minute.
Serve the littis with the chokha (tomato and chilli mixture) and enjoy!"
Luchi,"Maida, vegetable oil",vegetarian,20,30,50,Hard,neutral,main course,West Bengal,East,https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/bengali-luchi-poori.jpg,"In a large mixing bowl, combine 2 cups of maida and a pinch of salt.
Gradually add lukewarm water to the bowl and mix until a smooth dough forms.
Knead the dough for 5-7 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
Heat a non-stick pan or a deep frying pan over medium heat with enough vegetable oil to deep fry the luchi.
When the oil is hot, carefully slide a rolled-out luchi into the oil and fry until it puffs up and the edges start to curl.
Flip the luchi over and fry for another 30 seconds to 1 minute, until it is golden brown.
Remove the fried luchi from the oil with a slotted spoon and place it on a paper towel-lined plate to drain excess oil.
Repeat the frying process with the remaining dough portions.
Serve the hot luchi with your favorite accompaniment."
Lyangcha,"Flour, fried milk power, sugar syrup",vegetarian,20,30,50,Hard,sweet,dessert,Assam,North East,https://www.crazymasalafood.com/wp-content/images/lyangcha.jpg,"In a large mixing bowl, combine 2 cups of flour and 1/2 cup of fried milk powder, mixing well until the mixture is smooth and even.
Gradually add 1/4 cup of sugar syrup to the flour mixture, kneading until a soft dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
Heat a non-stick pan or griddle over medium heat and cook the lyangcha for 30-45 seconds on each side, until it is lightly browned and puffed up.
Repeat the cooking process with the remaining dough balls.
Serve the lyangcha warm or at room temperature, dusting with additional fried milk powder if desired."
Maach Jhol,"Fish, potol, tomato, chillies, ginger, garlic",non vegetarian,10,40,50,Hard,spicy,main course,Assam,North East,https://media-cdn2.greatbritishchefs.com/media/ag0bujrm/img80522.whqc_640x462q80.webp,"Cut the fish into small pieces and marinate them with salt and turmeric powder for 15 minutes.
Heat oil in a pan over medium heat and fry the fish pieces until they are golden brown and set aside.
In the same pan, add more oil if necessary, and sauté the sliced potol until they are tender and lightly browned.
Add sliced onions, minced garlic, and grated ginger to the pan and sauté until the onions are translucent.
Add chopped tomatoes and green chillies to the pan and sauté until the tomatoes are soft and mushy.
Add 2 cups of water to the pan and bring to a boil.
Add the fried fish pieces to the pan and simmer for 10-15 minutes or until the fish is cooked through.
Season with salt and turmeric powder to taste.
Serve the Maach Jhol hot with steamed rice."
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,15,25,40,Medium,spicy,snack,Gujarat,West,https://www.sanjeevkapoor.com/UploadFiles/RecipeImages/Mag-ni-Dhokli.jpg,"Rinse the moong beans and soak them in water for at least 4 hours or overnight, then drain and set aside.
Heat 2 tablespoons of oil in a large pan over medium heat and add 2-3 broken red chillies to it.
Let the chillies sizzle for a few seconds until they start to change color, then add the drained moong beans to the pan.
Stir the moong beans well to coat them with the oil and mix with the chillies, then add 1 cup of water to the pan.
Bring the mixture to a boil, then reduce the heat to low and let it simmer for 15-20 minutes or until the moong beans are cooked and mushy.
Add 1-2 tablespoons of grated jaggery to the pan and stir well to combine with the moong beans.
Season the mixture with salt to taste, then stir well to combine.
Continue to simmer the mixture for another 5-7 minutes or until the jaggery has dissolved and the flavors have melded together.
Remove the pan from the heat and let the Mag Dhokli cool slightly before serving."
Mahim halwa,"Semolina, sugar",vegetarian,10,25,35,Medium,sweet,dessert,Maharashtra,West,https://crazymasalafood.com/wp-content/images/the-20-best-halwa-recipesfrom-all-over-india/mahim-halwa.jpg.webp,"Heat a large non-stick pan over medium heat and add 1 cup of semolina, stirring constantly, until it turns light golden brown.
Add 1 cup of sugar to the pan and stir well to combine with the semolina.
Continue cooking for 5-7 minutes, stirring frequently, until the mixture turns a deep golden brown and emits a nutty aroma.
Remove the pan from the heat and let it cool slightly.
Add 1/2 cup of lukewarm water to the pan and stir well to combine with the semolina-sugar mixture.
Return the pan to low heat and cook, stirring constantly, until the mixture thickens and forms a smooth, creamy consistency.
Remove the pan from the heat and let the mahim halwa cool completely before serving."
Makki di roti sarson da saag,"Palak, makki atta, mustard green, garam masala, ginger",vegetarian,25,30,55,Hard,spicy,main course,Punjab,North,https://www.secondrecipe.com/wp-content/uploads/2019/11/makke-ki-roti.jpg,"In a large mixing bowl, combine 2 cups of makki atta and 1/2 teaspoon of garam masala, and mix well.
Gradually add lukewarm water to the bowl and knead the mixture into a smooth dough, covering it with a damp cloth for 30 minutes.
Meanwhile, chop 1-inch piece of ginger into small pieces and sauté them in a pan with a little oil until fragrant.
Add 2 cups of chopped palak and 1 cup of chopped mustard green to the pan, and sauté until the greens are wilted.
Add 1/2 teaspoon of garam masala to the pan and mix well, then set the saag mixture aside.
Divide the dough into 6-8 equal portions, shape each portion into a ball, and flatten it slightly into a disk shape.
Heat a non-stick pan over medium heat, place a disk in the pan, and cook for 1-2 minutes on each side, until it's golden brown and puffed up.
Repeat step 7 with the remaining dough portions, and serve the makki di roti with the sarson da saag."
Malapua,"Yoghurt, refined flour, ghee, fennel seeds",vegetarian,10,120,130,Hard,sweet,dessert,Bihar,North,https://www.crazymasalafood.com/wp-content/images/malpua-2.jpg,"In a large mixing bowl, combine 1 cup of yoghurt and 1 tablespoon of ghee, mixing well until the ghee is fully incorporated.
Gradually add 2 cups of refined flour to the bowl, mixing until a smooth dough forms.
Knead the dough for 5-7 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes in a warm place.
Divide the dough into 6-8 equal portions, shaping each portion into a ball.
Flatten each ball into a thin circle, about 3-4 inches in diameter.
Sprinkle a few fennel seeds in the center of each circle, leaving a 1-inch border around the edges.
Fold the dough over the fennel seeds to form a triangle or a square shape, pressing the edges to seal.
Heat a non-stick pan or griddle over medium heat, and cook the malapua for 2-3 minutes on each side, until they are golden brown.
Serve the malapua warm, garnished with additional fennel seeds if desired."
Masala Dosa,"Chana dal, urad dal, potatoes, idli rice, thick poha",vegetarian,360,90,450,Hard,spicy,snack,Kerala,South,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Id_Fresh_Masala_Dosa_Recipe_With_Sambar_and_Chutney_2_1600.jpg,"Rinse and soak 1 cup of idli rice, 1/2 cup of urad dal, and 1/2 cup of chana dal in water for at least 4 hours or overnight.
Drain the water and grind the soaked mixture into a smooth paste using a grinder or blender.
Add 1/2 cup of thick poha to the ground mixture and grind again until well combined.
Transfer the mixture to a large bowl, cover, and let it ferment in a warm place for 12-15 hours or overnight.
Boil 2-3 medium-sized potatoes until they are soft, then peel and mash them in a bowl.
Heat 1 tablespoon of oil in a pan over medium heat and sauté the mashed potatoes for 2-3 minutes until they are lightly browned.
Add salt to taste to the potatoes and mix well.
Heat a non-stick pan or griddle over medium heat and grease it with a few drops of oil.
Pour a ladleful of the fermented batter onto the pan and spread it evenly to form a circular shape.
Place 1-2 tablespoons of the potato filling in the center of the dosa and fold the dosa in half to enclose the filling.
Cook the dosa for 1-2 minutes until the bottom is golden brown, then flip and cook for another minute.
Serve the masala dosa hot with chutney or sambar of your choice."
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,10,20,30,Medium,spicy,main course,Assam,North East,https://s3-ap-south-1.amazonaws.com/betterbutterbucket-silver/sneha-saikia1462502650572c04f9c8bbf.jpeg,"Heat 2 tablespoons of mustard oil in a pan over medium heat.
Add 1 teaspoon of turmeric powder to the oil and let it sizzle for a few seconds.
Add 1 cup of fish roe to the pan and stir well to coat with the turmeric oil mixture.
Add 2-3 pumpkin flowers to the pan and stir gently to combine with the fish roe.
Add 1 diced tomato to the pan and stir well to combine with the fish roe and pumpkin flowers.
Cook for 5-7 minutes or until the fish roe is cooked through and the pumpkin flowers are tender.
Serve the Masor Koni hot, garnished with additional pumpkin flowers if desired."
Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,15,25,40,Medium,spicy,main course,Assam,North East,https://s01.sgp1.cdn.digitaloceanspaces.com/article/141426-bzaxohurwz-1589560606.jpg,"Cut the ridge gourd into small pieces and soak them in water for 10 minutes to remove bitterness.
Drain the water and squeeze out the excess water from the ridge gourd pieces.
Heat 2 tablespoons of mustard oil in a pan over medium heat.
Add the fish pieces to the pan and fry until they are golden brown, then remove them from the pan and set aside.
In the same pan, add another tablespoon of mustard oil if necessary, then add the chopped tomatoes and sauté until they are soft and mushy.
Add the ridge gourd pieces to the pan and sauté for 5 minutes or until they start to soften.
Add 1 cup of water to the pan and bring to a boil, then reduce the heat to low and let it simmer for 10 minutes or until the ridge gourd is tender.
Add the fried fish pieces back to the pan and stir gently to combine with the ridge gourd and tomato mixture.
Squeeze the juice of 1 lemon over the curry and stir well to combine.
Season with salt to taste, then remove from heat and serve hot."
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,20,45,65,Hard,sweet,dessert,Madhya Pradesh,Central,https://img-global.cpcdn.com/recipes/81e3b5055b96db06/1360x964cq70/mawa-bati-recipe-main-photo.webp,"In a large mixing bowl, combine 1 cup of milk powder, 1/2 cup of all-purpose flour, and 1/4 cup of arrowroot powder.
Mix the dry ingredients well until they are evenly blended.
Add 1/4 cup of ghee or unsalted butter to the mixture and mix until it resembles coarse crumbs.
Gradually add 1/2 cup of lukewarm water to the mixture and knead until a smooth dough forms.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Flatten each ball into a disk shape, about 1/4 inch thick.
Place 1-2 teaspoons of chopped dry fruits in the center of each disk.
Fold the dough over the dry fruits to form a triangle or a square shape, and press the edges together to seal the bati.
Heat a non-stick pan or griddle over medium heat and cook the batis until they are golden brown on both sides.
Serve the Mawa Batis warm or at room temperature."
Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15,30,45,Hard,bitter,main course,Gujarat,West,https://www.vegrecipesofindia.com/wp-content/uploads/2013/07/methi-na-gota-or-methi-pakora-recipe.jpg,"In a large mixing bowl, combine 1 cup of rava and 1/2 cup of gram flour and mix well.
Add 1/4 teaspoon of turmeric powder to the bowl and mix until the spices are evenly distributed.
Add 2 tablespoons of lemon juice to the bowl and mix until the mixture forms a smooth dough.
Wash and chop 1 cup of fresh fenugreek leaves and add them to the bowl, mixing until the leaves are evenly distributed throughout the dough.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Heat oil in a deep frying pan over medium heat and when hot, add the dough balls to the pan, a few at a time.
Fry the gotas until they are golden brown, about 3-4 minutes on each side.
Remove the fried gotas from the oil with a slotted spoon and place them on a paper towel-lined plate to drain excess oil.
Serve the methi na gota hot with your favorite chutney or raita."
